district,year,month,month_name,week_of_year,weekly_max_temp,days_in_week
Ampara,2010,7,July,26,32.7,1
Ampara,2010,7,July,27,33.6,7
Ampara,2010,7,July,28,33.4,7
Ampara,2010,7,July,29,34.2,7
Ampara,2010,7,July,30,35.1,7
Ampara,2010,7,July,31,34.5,2
Ampara,2011,6,June,22,32.6,3
Ampara,2011,6,June,23,33.7,7
Ampara,2011,6,June,24,34.7,7
Ampara,2011,6,June,25,35.2,7
Ampara,2011,6,June,26,35.1,6
Ampara,2012,6,June,22,36.4,2
Ampara,2012,6,June,23,35.9,7
Ampara,2012,6,June,24,36.9,7
Ampara,2012,6,June,25,35.6,7
Ampara,2012,6,June,26,35.2,7
Ampara,2013,8,August,31,35.2,5
Ampara,2013,8,August,32,34.7,7
Ampara,2013,8,August,33,34.0,7
Ampara,2013,8,August,34,34.6,7
Ampara,2013,8,August,35,33.1,5
Ampara,2014,7,July,26,34.1,1
Ampara,2014,7,July,27,35.1,7
Ampara,2014,7,July,28,35.4,7
Ampara,2014,7,July,29,35.8,7
Ampara,2014,7,July,30,36.8,7
Ampara,2014,7,July,31,36.1,2
Ampara,2015,7,July,26,32.7,1
Ampara,2015,7,July,27,34.9,7
Ampara,2015,7,July,28,34.9,7
Ampara,2015,7,July,29,35.1,7
Ampara,2015,7,July,30,34.2,7
Ampara,2015,7,July,31,33.9,2
Ampara,2016,9,September,35,32.1,1
Ampara,2016,9,September,36,34.9,7
Ampara,2016,9,September,37,35.3,7
Ampara,2016,9,September,38,34.8,7
Ampara,2016,9,September,39,35.1,7
Ampara,2016,9,September,40,34.5,1
Ampara,2017,7,July,26,38.4,1
Ampara,2017,7,July,27,38.4,7
Ampara,2017,7,July,28,38.4,7
Ampara,2017,7,July,29,39.5,7
Ampara,2017,7,July,30,38.5,7
Ampara,2017,7,July,31,37.1,2
Ampara,2018,8,August,31,37.8,5
Ampara,2018,8,August,32,38.1,7
Ampara,2018,8,August,33,36.8,7
Ampara,2018,8,August,34,37.9,7
Ampara,2018,8,August,35,38.3,5
Ampara,2019,6,June,22,37.6,3
Ampara,2019,6,June,23,36.6,7
Ampara,2019,6,June,24,38.4,7
Ampara,2019,6,June,25,38.9,7
Ampara,2019,6,June,26,39.1,6
Ampara,2020,8,August,31,36.6,4
Ampara,2020,8,August,32,36.9,7
Ampara,2020,8,August,33,38.3,7
Ampara,2020,8,August,34,38.0,7
Ampara,2020,8,August,35,37.4,6
Ampara,2021,7,July,26,35.5,1
Ampara,2021,7,July,27,35.8,7
Ampara,2021,7,July,28,36.4,7
Ampara,2021,7,July,29,36.5,7
Ampara,2021,7,July,30,37.4,7
Ampara,2021,7,July,31,36.6,2
Ampara,2022,7,July,26,36.6,1
Ampara,2022,7,July,27,36.2,7
Ampara,2022,7,July,28,37.2,7
Ampara,2022,7,July,29,36.3,7
Ampara,2022,7,July,30,35.1,7
Ampara,2022,7,July,31,32.0,2
Ampara,2023,8,August,31,38.7,5
Ampara,2023,8,August,32,38.3,7
Ampara,2023,8,August,33,38.3,7
Ampara,2023,8,August,34,37.8,7
Ampara,2023,8,August,35,37.7,5
Ampara,2024,5,May,18,37.0,5
Ampara,2024,5,May,19,36.6,7
Ampara,2024,5,May,20,33.7,7
Ampara,2024,5,May,21,34.0,7
Ampara,2024,5,May,22,35.7,5
Anuradhapura,2010,3,March,9,34.6,4
Anuradhapura,2010,3,March,10,35.5,7
Anuradhapura,2010,3,March,11,36.0,7
Anuradhapura,2010,3,March,12,36.2,7
Anuradhapura,2010,3,March,13,33.1,6
Anuradhapura,2011,9,September,35,31.9,2
Anuradhapura,2011,9,September,36,32.5,7
Anuradhapura,2011,9,September,37,31.2,7
Anuradhapura,2011,9,September,38,33.0,7
Anuradhapura,2011,9,September,39,34.3,7
Anuradhapura,2012,3,March,9,34.3,3
Anuradhapura,2012,3,March,10,34.4,7
Anuradhapura,2012,3,March,11,33.1,7
Anuradhapura,2012,3,March,12,35.7,7
Anuradhapura,2012,3,March,13,34.2,7
Anuradhapura,2013,4,April,13,33.3,1
Anuradhapura,2013,4,April,14,34.9,7
Anuradhapura,2013,4,April,15,35.0,7
Anuradhapura,2013,4,April,16,35.2,7
Anuradhapura,2013,4,April,17,33.3,7
Anuradhapura,2013,4,April,18,33.4,1
Anuradhapura,2014,4,April,13,35.6,1
Anuradhapura,2014,4,April,14,35.9,7
Anuradhapura,2014,4,April,15,34.2,7
Anuradhapura,2014,4,April,16,34.7,7
Anuradhapura,2014,4,April,17,34.2,7
Anuradhapura,2014,4,April,18,32.1,1
Anuradhapura,2015,8,August,31,32.6,5
Anuradhapura,2015,8,August,32,33.2,7
Anuradhapura,2015,8,August,33,34.9,7
Anuradhapura,2015,8,August,34,32.4,7
Anuradhapura,2015,8,August,35,32.7,5
Anuradhapura,2016,4,April,14,35.5,7
Anuradhapura,2016,4,April,15,35.8,7
Anuradhapura,2016,4,April,16,34.8,7
Anuradhapura,2016,4,April,17,36.0,7
Anuradhapura,2016,4,April,18,36.1,2
Anuradhapura,2017,4,April,13,34.7,1
Anuradhapura,2017,4,April,14,36.2,7
Anuradhapura,2017,4,April,15,36.6,7
Anuradhapura,2017,4,April,16,36.2,7
Anuradhapura,2017,4,April,17,37.4,7
Anuradhapura,2017,4,April,18,37.3,1
Anuradhapura,2018,4,April,13,34.9,1
Anuradhapura,2018,4,April,14,36.4,7
Anuradhapura,2018,4,April,15,33.9,7
Anuradhapura,2018,4,April,16,34.7,7
Anuradhapura,2018,4,April,17,35.9,7
Anuradhapura,2018,4,April,18,34.2,1
Anuradhapura,2019,3,March,9,34.1,4
Anuradhapura,2019,3,March,10,36.0,7
Anuradhapura,2019,3,March,11,35.0,7
Anuradhapura,2019,3,March,12,35.8,7
Anuradhapura,2019,3,March,13,36.9,6
Anuradhapura,2020,4,April,14,35.7,7
Anuradhapura,2020,4,April,15,35.4,7
Anuradhapura,2020,4,April,16,35.3,7
Anuradhapura,2020,4,April,17,35.2,7
Anuradhapura,2020,4,April,18,34.2,2
Anuradhapura,2021,4,April,13,34.7,1
Anuradhapura,2021,4,April,14,36.4,7
Anuradhapura,2021,4,April,15,32.7,7
Anuradhapura,2021,4,April,16,32.6,7
Anuradhapura,2021,4,April,17,33.7,7
Anuradhapura,2021,4,April,18,32.6,1
Anuradhapura,2022,7,July,26,33.1,1
Anuradhapura,2022,7,July,27,33.9,7
Anuradhapura,2022,7,July,28,32.5,7
Anuradhapura,2022,7,July,29,35.1,7
Anuradhapura,2022,7,July,30,33.4,7
Anuradhapura,2022,7,July,31,32.8,2
Anuradhapura,2023,8,August,31,36.4,5
Anuradhapura,2023,8,August,32,37.0,7
Anuradhapura,2023,8,August,33,34.4,7
Anuradhapura,2023,8,August,34,37.2,7
Anuradhapura,2023,8,August,35,35.9,5
Anuradhapura,2024,4,April,14,37.4,7
Anuradhapura,2024,4,April,15,37.2,7
Anuradhapura,2024,4,April,16,36.7,7
Anuradhapura,2024,4,April,17,37.5,7
Anuradhapura,2024,4,April,18,36.7,2
Badulla,2010,8,August,31,31.8,5
Badulla,2010,8,August,32,32.6,7
Badulla,2010,8,August,33,30.2,7
Badulla,2010,8,August,34,29.8,7
Badulla,2010,8,August,35,30.7,5
Badulla,2011,6,June,22,30.2,3
Badulla,2011,6,June,23,31.1,7
Badulla,2011,6,June,24,31.7,7
Badulla,2011,6,June,25,32.3,7
Badulla,2011,6,June,26,32.5,6
Badulla,2012,6,June,22,34.3,2
Badulla,2012,6,June,23,33.6,7
Badulla,2012,6,June,24,33.1,7
Badulla,2012,6,June,25,32.9,7
Badulla,2012,6,June,26,32.6,7
Badulla,2013,8,August,31,31.4,5
Badulla,2013,8,August,32,31.3,7
Badulla,2013,8,August,33,32.0,7
Badulla,2013,8,August,34,32.9,7
Badulla,2013,8,August,35,31.9,5
Badulla,2014,7,July,26,31.4,1
Badulla,2014,7,July,27,32.1,7
Badulla,2014,7,July,28,31.0,7
Badulla,2014,7,July,29,32.8,7
Badulla,2014,7,July,30,31.9,7
Badulla,2014,7,July,31,31.9,2
Badulla,2015,7,July,26,29.7,1
Badulla,2015,7,July,27,31.6,7
Badulla,2015,7,July,28,31.8,7
Badulla,2015,7,July,29,30.6,7
Badulla,2015,7,July,30,31.6,7
Badulla,2015,7,July,31,31.8,2
Badulla,2016,9,September,35,30.2,1
Badulla,2016,9,September,36,33.1,7
Badulla,2016,9,September,37,32.7,7
Badulla,2016,9,September,38,33.1,7
Badulla,2016,9,September,39,33.6,7
Badulla,2016,9,September,40,32.4,1
Badulla,2017,7,July,26,32.4,1
Badulla,2017,7,July,27,33.5,7
Badulla,2017,7,July,28,32.5,7
Badulla,2017,7,July,29,33.6,7
Badulla,2017,7,July,30,34.1,7
Badulla,2017,7,July,31,32.0,2
Badulla,2018,9,September,35,31.9,2
Badulla,2018,9,September,36,33.5,7
Badulla,2018,9,September,37,32.5,7
Badulla,2018,9,September,38,31.9,7
Badulla,2018,9,September,39,27.4,7
Badulla,2019,7,July,26,33.1,1
Badulla,2019,7,July,27,34.2,7
Badulla,2019,7,July,28,31.3,7
Badulla,2019,7,July,29,30.7,7
Badulla,2019,7,July,30,33.6,7
Badulla,2019,7,July,31,32.8,2
Badulla,2020,8,August,31,30.9,4
Badulla,2020,8,August,32,30.0,7
Badulla,2020,8,August,33,32.6,7
Badulla,2020,8,August,34,32.7,7
Badulla,2020,8,August,35,30.6,6
Badulla,2021,9,September,35,28.3,2
Badulla,2021,9,September,36,30.4,7
Badulla,2021,9,September,37,31.3,7
Badulla,2021,9,September,38,29.3,7
Badulla,2021,9,September,39,28.7,7
Badulla,2022,5,May,18,29.5,6
Badulla,2022,5,May,19,31.6,7
Badulla,2022,5,May,20,29.4,7
Badulla,2022,5,May,21,29.9,7
Badulla,2022,5,May,22,28.8,4
Badulla,2023,8,August,31,33.2,5
Badulla,2023,8,August,32,32.5,7
Badulla,2023,8,August,33,32.0,7
Badulla,2023,8,August,34,33.2,7
Badulla,2023,8,August,35,32.2,5
Badulla,2024,5,May,18,33.0,5
Badulla,2024,5,May,19,33.3,7
Badulla,2024,5,May,20,29.4,7
Badulla,2024,5,May,21,30.7,7
Badulla,2024,5,May,22,30.4,5
Bandarawela,2010,3,March,9,27.2,4
Bandarawela,2010,3,March,10,28.9,7
Bandarawela,2010,3,March,11,28.6,7
Bandarawela,2010,3,March,12,28.7,7
Bandarawela,2010,3,March,13,26.2,6
Bandarawela,2011,6,June,22,26.3,3
Bandarawela,2011,6,June,23,27.2,7
Bandarawela,2011,6,June,24,26.8,7
Bandarawela,2011,6,June,25,28.1,7
Bandarawela,2011,6,June,26,27.9,6
Bandarawela,2012,5,May,18,26.1,5
Bandarawela,2012,5,May,19,27.5,7
Bandarawela,2012,5,May,20,28.3,7
Bandarawela,2012,5,May,21,27.7,7
Bandarawela,2012,5,May,22,27.3,5
Bandarawela,2013,8,August,31,26.7,5
Bandarawela,2013,8,August,32,26.1,7
Bandarawela,2013,8,August,33,26.6,7
Bandarawela,2013,8,August,34,27.6,7
Bandarawela,2013,8,August,35,27.4,5
Bandarawela,2014,7,July,26,27.0,1
Bandarawela,2014,7,July,27,28.6,7
Bandarawela,2014,7,July,28,26.7,7
Bandarawela,2014,7,July,29,28.4,7
Bandarawela,2014,7,July,30,28.3,7
Bandarawela,2014,7,July,31,27.6,2
Bandarawela,2015,7,July,26,26.2,1
Bandarawela,2015,7,July,27,27.4,7
Bandarawela,2015,7,July,28,27.7,7
Bandarawela,2015,7,July,29,26.6,7
Bandarawela,2015,7,July,30,27.6,7
Bandarawela,2015,7,July,31,27.2,2
Bandarawela,2016,3,March,9,27.0,3
Bandarawela,2016,3,March,10,28.0,7
Bandarawela,2016,3,March,11,29.2,7
Bandarawela,2016,3,March,12,30.3,7
Bandarawela,2016,3,March,13,29.5,7
Bandarawela,2017,7,July,26,27.2,1
Bandarawela,2017,7,July,27,28.7,7
Bandarawela,2017,7,July,28,28.8,7
Bandarawela,2017,7,July,29,29.2,7
Bandarawela,2017,7,July,30,28.9,7
Bandarawela,2017,7,July,31,27.4,2
Bandarawela,2018,9,September,35,26.6,2
Bandarawela,2018,9,September,36,29.5,7
Bandarawela,2018,9,September,37,27.3,7
Bandarawela,2018,9,September,38,26.4,7
Bandarawela,2018,9,September,39,23.6,7
Bandarawela,2019,7,July,26,28.5,1
Bandarawela,2019,7,July,27,30.2,7
Bandarawela,2019,7,July,28,27.0,7
Bandarawela,2019,7,July,29,27.4,7
Bandarawela,2019,7,July,30,29.6,7
Bandarawela,2019,7,July,31,28.9,2
Bandarawela,2020,6,June,22,26.7,2
Bandarawela,2020,6,June,23,27.2,7
Bandarawela,2020,6,June,24,27.8,7
Bandarawela,2020,6,June,25,28.5,7
Bandarawela,2020,6,June,26,26.5,7
Bandarawela,2021,6,June,22,25.4,3
Bandarawela,2021,6,June,23,25.4,7
Bandarawela,2021,6,June,24,25.8,7
Bandarawela,2021,6,June,25,25.9,7
Bandarawela,2021,6,June,26,25.9,6
Bandarawela,2022,5,May,18,25.4,6
Bandarawela,2022,5,May,19,27.5,7
Bandarawela,2022,5,May,20,25.3,7
Bandarawela,2022,5,May,21,26.0,7
Bandarawela,2022,5,May,22,25.0,4
Bandarawela,2023,8,August,31,29.9,5
Bandarawela,2023,8,August,32,29.0,7
Bandarawela,2023,8,August,33,27.5,7
Bandarawela,2023,8,August,34,28.8,7
Bandarawela,2023,8,August,35,27.1,5
Bandarawela,2024,3,March,9,25.3,3
Bandarawela,2024,3,March,10,26.8,7
Bandarawela,2024,3,March,11,28.1,7
Bandarawela,2024,3,March,12,27.3,7
Bandarawela,2024,3,March,13,25.3,7
Batticaloa,2010,7,July,26,33.0,1
Batticaloa,2010,7,July,27,33.4,7
Batticaloa,2010,7,July,28,33.3,7
Batticaloa,2010,7,July,29,34.5,7
Batticaloa,2010,7,July,30,35.5,7
Batticaloa,2010,7,July,31,34.3,2
Batticaloa,2011,6,June,22,33.3,3
Batticaloa,2011,6,June,23,34.3,7
Batticaloa,2011,6,June,24,34.8,7
Batticaloa,2011,6,June,25,35.1,7
Batticaloa,2011,6,June,26,35.2,6
Batticaloa,2012,6,June,22,35.7,2
Batticaloa,2012,6,June,23,35.6,7
Batticaloa,2012,6,June,24,37.1,7
Batticaloa,2012,6,June,25,35.2,7
Batticaloa,2012,6,June,26,35.0,7
Batticaloa,2013,7,July,26,33.9,1
Batticaloa,2013,7,July,27,34.0,7
Batticaloa,2013,7,July,28,33.9,7
Batticaloa,2013,7,July,29,34.5,7
Batticaloa,2013,7,July,30,34.4,7
Batticaloa,2013,7,July,31,36.2,2
Batticaloa,2014,7,July,26,33.8,1
Batticaloa,2014,7,July,27,35.0,7
Batticaloa,2014,7,July,28,35.0,7
Batticaloa,2014,7,July,29,35.3,7
Batticaloa,2014,7,July,30,36.4,7
Batticaloa,2014,7,July,31,35.7,2
Batticaloa,2015,7,July,26,32.5,1
Batticaloa,2015,7,July,27,35.5,7
Batticaloa,2015,7,July,28,34.9,7
Batticaloa,2015,7,July,29,35.6,7
Batticaloa,2015,7,July,30,34.3,7
Batticaloa,2015,7,July,31,33.8,2
Batticaloa,2016,8,August,31,34.6,4
Batticaloa,2016,8,August,32,35.2,7
Batticaloa,2016,8,August,33,35.4,7
Batticaloa,2016,8,August,34,34.2,7
Batticaloa,2016,8,August,35,33.2,6
Batticaloa,2017,6,June,22,35.9,3
Batticaloa,2017,6,June,23,38.9,7
Batticaloa,2017,6,June,24,38.1,7
Batticaloa,2017,6,June,25,35.4,7
Batticaloa,2017,6,June,26,38.3,6
Batticaloa,2018,7,July,26,32.6,1
Batticaloa,2018,7,July,27,36.5,7
Batticaloa,2018,7,July,28,36.7,7
Batticaloa,2018,7,July,29,37.6,7
Batticaloa,2018,7,July,30,36.5,7
Batticaloa,2018,7,July,31,36.1,2
Batticaloa,2019,6,June,22,36.5,3
Batticaloa,2019,6,June,23,36.2,7
Batticaloa,2019,6,June,24,36.7,7
Batticaloa,2019,6,June,25,38.2,7
Batticaloa,2019,6,June,26,38.0,6
Batticaloa,2020,8,August,31,37.3,4
Batticaloa,2020,8,August,32,37.3,7
Batticaloa,2020,8,August,33,38.1,7
Batticaloa,2020,8,August,34,34.2,7
Batticaloa,2020,8,August,35,34.4,6
Batticaloa,2021,7,July,26,33.7,1
Batticaloa,2021,7,July,27,34.9,7
Batticaloa,2021,7,July,28,36.6,7
Batticaloa,2021,7,July,29,37.0,7
Batticaloa,2021,7,July,30,37.7,7
Batticaloa,2021,7,July,31,38.1,2
Batticaloa,2022,5,May,18,35.2,6
Batticaloa,2022,5,May,19,36.4,7
Batticaloa,2022,5,May,20,34.5,7
Batticaloa,2022,5,May,21,37.1,7
Batticaloa,2022,5,May,22,33.7,4
Batticaloa,2023,7,July,26,33.5,1
Batticaloa,2023,7,July,27,36.5,7
Batticaloa,2023,7,July,28,36.8,7
Batticaloa,2023,7,July,29,37.8,7
Batticaloa,2023,7,July,30,38.0,7
Batticaloa,2023,7,July,31,36.5,2
Batticaloa,2024,5,May,18,36.8,5
Batticaloa,2024,5,May,19,35.2,7
Batticaloa,2024,5,May,20,32.1,7
Batticaloa,2024,5,May,21,34.2,7
Batticaloa,2024,5,May,22,34.9,5
Colombo,2010,3,March,9,32.7,4
Colombo,2010,3,March,10,34.9,7
Colombo,2010,3,March,11,34.0,7
Colombo,2010,3,March,12,34.4,7
Colombo,2010,3,March,13,32.2,6
Colombo,2011,3,March,9,31.0,4
Colombo,2011,3,March,10,30.4,7
Colombo,2011,3,March,11,33.3,7
Colombo,2011,3,March,12,31.3,7
Colombo,2011,3,March,13,31.0,6
Colombo,2012,2,February,5,33.1,4
Colombo,2012,2,February,6,32.1,7
Colombo,2012,2,February,7,32.1,7
Colombo,2012,2,February,8,32.0,7
Colombo,2012,2,February,9,30.1,4
Colombo,2013,4,April,13,30.9,1
Colombo,2013,4,April,14,32.0,7
Colombo,2013,4,April,15,31.5,7
Colombo,2013,4,April,16,31.4,7
Colombo,2013,4,April,17,31.3,7
Colombo,2013,4,April,18,31.1,1
Colombo,2014,3,March,9,33.6,4
Colombo,2014,3,March,10,35.0,7
Colombo,2014,3,March,11,35.8,7
Colombo,2014,3,March,12,34.3,7
Colombo,2014,3,March,13,34.5,6
Colombo,2015,3,March,9,31.1,4
Colombo,2015,3,March,10,33.2,7
Colombo,2015,3,March,11,34.0,7
Colombo,2015,3,March,12,33.9,7
Colombo,2015,3,March,13,34.1,6
Colombo,2016,3,March,9,34.9,3
Colombo,2016,3,March,10,34.5,7
Colombo,2016,3,March,11,33.5,7
Colombo,2016,3,March,12,34.6,7
Colombo,2016,3,March,13,34.8,7
Colombo,2017,4,April,13,30.9,1
Colombo,2017,4,April,14,30.6,7
Colombo,2017,4,April,15,31.2,7
Colombo,2017,4,April,16,31.3,7
Colombo,2017,4,April,17,31.4,7
Colombo,2017,4,April,18,32.1,1
Colombo,2018,2,February,5,31.6,4
Colombo,2018,2,February,6,31.1,7
Colombo,2018,2,February,7,33.7,7
Colombo,2018,2,February,8,33.1,7
Colombo,2018,2,February,9,31.3,3
Colombo,2019,3,March,9,32.8,4
Colombo,2019,3,March,10,31.7,7
Colombo,2019,3,March,11,32.4,7
Colombo,2019,3,March,12,32.8,7
Colombo,2019,3,March,13,33.4,6
Colombo,2020,2,February,5,31.9,4
Colombo,2020,2,February,6,33.2,7
Colombo,2020,2,February,7,35.5,7
Colombo,2020,2,February,8,34.3,7
Colombo,2020,2,February,9,34.4,4
Colombo,2021,2,February,5,31.0,4
Colombo,2021,2,February,6,31.4,7
Colombo,2021,2,February,7,31.7,7
Colombo,2021,2,February,8,32.6,7
Colombo,2021,2,February,9,31.5,3
Colombo,2022,2,February,5,30.5,4
Colombo,2022,2,February,6,33.5,7
Colombo,2022,2,February,7,32.6,7
Colombo,2022,2,February,8,32.2,7
Colombo,2022,2,February,9,34.7,3
Colombo,2023,4,April,13,30.6,1
Colombo,2023,4,April,14,31.8,7
Colombo,2023,4,April,15,32.0,7
Colombo,2023,4,April,16,32.2,7
Colombo,2023,4,April,17,31.9,7
Colombo,2023,4,April,18,29.8,1
Colombo,2024,2,February,5,31.2,4
Colombo,2024,2,February,6,34.1,7
Colombo,2024,2,February,7,34.5,7
Colombo,2024,2,February,8,33.5,7
Colombo,2024,2,February,9,35.4,4
Galle,2010,3,March,9,31.0,4
Galle,2010,3,March,10,32.7,7
Galle,2010,3,March,11,31.5,7
Galle,2010,3,March,12,31.4,7
Galle,2010,3,March,13,30.8,6
Galle,2011,3,March,9,28.9,4
Galle,2011,3,March,10,29.7,7
Galle,2011,3,March,11,29.6,7
Galle,2011,3,March,12,29.2,7
Galle,2011,3,March,13,29.2,6
Galle,2012,3,March,9,29.8,3
Galle,2012,3,March,10,30.4,7
Galle,2012,3,March,11,29.5,7
Galle,2012,3,March,12,29.2,7
Galle,2012,3,March,13,30.1,7
Galle,2013,4,April,13,29.6,1
Galle,2013,4,April,14,30.5,7
Galle,2013,4,April,15,30.4,7
Galle,2013,4,April,16,30.2,7
Galle,2013,4,April,17,30.0,7
Galle,2013,4,April,18,30.0,1
Galle,2014,3,March,9,31.4,4
Galle,2014,3,March,10,31.9,7
Galle,2014,3,March,11,32.5,7
Galle,2014,3,March,12,31.8,7
Galle,2014,3,March,13,32.8,6
Galle,2015,3,March,9,29.6,4
Galle,2015,3,March,10,30.9,7
Galle,2015,3,March,11,30.4,7
Galle,2015,3,March,12,30.9,7
Galle,2015,3,March,13,31.2,6
Galle,2016,3,March,9,32.0,3
Galle,2016,3,March,10,32.0,7
Galle,2016,3,March,11,32.5,7
Galle,2016,3,March,12,32.0,7
Galle,2016,3,March,13,32.5,7
Galle,2017,4,April,13,29.9,1
Galle,2017,4,April,14,30.5,7
Galle,2017,4,April,15,30.2,7
Galle,2017,4,April,16,30.5,7
Galle,2017,4,April,17,30.5,7
Galle,2017,4,April,18,30.3,1
Galle,2018,4,April,13,29.4,1
Galle,2018,4,April,14,30.8,7
Galle,2018,4,April,15,30.7,7
Galle,2018,4,April,16,31.0,7
Galle,2018,4,April,17,30.1,7
Galle,2018,4,April,18,29.1,1
Galle,2019,3,March,9,31.3,4
Galle,2019,3,March,10,31.2,7
Galle,2019,3,March,11,31.8,7
Galle,2019,3,March,12,31.8,7
Galle,2019,3,March,13,32.1,6
Galle,2020,3,March,9,31.2,3
Galle,2020,3,March,10,33.5,7
Galle,2020,3,March,11,33.8,7
Galle,2020,3,March,12,33.0,7
Galle,2020,3,March,13,33.2,7
Galle,2021,3,March,9,31.9,4
Galle,2021,3,March,10,30.9,7
Galle,2021,3,March,11,31.8,7
Galle,2021,3,March,12,30.7,7
Galle,2021,3,March,13,31.0,6
Galle,2022,3,March,9,30.4,4
Galle,2022,3,March,10,31.1,7
Galle,2022,3,March,11,29.4,7
Galle,2022,3,March,12,30.2,7
Galle,2022,3,March,13,30.6,6
Galle,2023,4,April,13,29.8,1
Galle,2023,4,April,14,30.9,7
Galle,2023,4,April,15,32.0,7
Galle,2023,4,April,16,31.0,7
Galle,2023,4,April,17,30.7,7
Galle,2023,4,April,18,29.0,1
Galle,2024,2,February,5,32.2,4
Galle,2024,2,February,6,33.0,7
Galle,2024,2,February,7,33.2,7
Galle,2024,2,February,8,34.2,7
Galle,2024,2,February,9,35.2,4
Gampaha,2010,3,March,9,34.3,4
Gampaha,2010,3,March,10,36.5,7
Gampaha,2010,3,March,11,35.2,7
Gampaha,2010,3,March,12,35.3,7
Gampaha,2010,3,March,13,32.1,6
Gampaha,2011,3,March,9,30.9,4
Gampaha,2011,3,March,10,31.7,7
Gampaha,2011,3,March,11,33.5,7
Gampaha,2011,3,March,12,32.3,7
Gampaha,2011,3,March,13,31.9,6
Gampaha,2012,2,February,5,33.0,4
Gampaha,2012,2,February,6,32.3,7
Gampaha,2012,2,February,7,32.4,7
Gampaha,2012,2,February,8,32.5,7
Gampaha,2012,2,February,9,30.6,4
Gampaha,2013,4,April,13,30.9,1
Gampaha,2013,4,April,14,32.2,7
Gampaha,2013,4,April,15,32.0,7
Gampaha,2013,4,April,16,31.7,7
Gampaha,2013,4,April,17,31.2,7
Gampaha,2013,4,April,18,31.0,1
Gampaha,2014,3,March,9,34.9,4
Gampaha,2014,3,March,10,35.6,7
Gampaha,2014,3,March,11,36.5,7
Gampaha,2014,3,March,12,35.9,7
Gampaha,2014,3,March,13,36.4,6
Gampaha,2015,3,March,9,31.4,4
Gampaha,2015,3,March,10,33.5,7
Gampaha,2015,3,March,11,33.5,7
Gampaha,2015,3,March,12,33.8,7
Gampaha,2015,3,March,13,34.4,6
Gampaha,2016,3,March,9,35.9,3
Gampaha,2016,3,March,10,35.6,7
Gampaha,2016,3,March,11,34.1,7
Gampaha,2016,3,March,12,35.0,7
Gampaha,2016,3,March,13,35.4,7
Gampaha,2017,1,January,1,32.5,7
Gampaha,2017,1,January,2,33.7,7
Gampaha,2017,1,January,3,35.0,7
Gampaha,2017,1,January,4,30.8,7
Gampaha,2017,1,January,5,31.6,3
Gampaha,2018,2,February,5,33.6,4
Gampaha,2018,2,February,6,32.8,7
Gampaha,2018,2,February,7,35.1,7
Gampaha,2018,2,February,8,36.0,7
Gampaha,2018,2,February,9,32.3,3
Gampaha,2019,3,March,9,34.2,4
Gampaha,2019,3,March,10,33.5,7
Gampaha,2019,3,March,11,33.8,7
Gampaha,2019,3,March,12,34.7,7
Gampaha,2019,3,March,13,34.9,6
Gampaha,2020,2,February,5,35.2,4
Gampaha,2020,2,February,6,36.3,7
Gampaha,2020,2,February,7,36.3,7
Gampaha,2020,2,February,8,36.4,7
Gampaha,2020,2,February,9,37.1,4
Gampaha,2021,2,February,5,31.3,4
Gampaha,2021,2,February,6,32.5,7
Gampaha,2021,2,February,7,34.8,7
Gampaha,2021,2,February,8,33.5,7
Gampaha,2021,2,February,9,33.2,3
Gampaha,2022,2,February,5,33.9,4
Gampaha,2022,2,February,6,34.9,7
Gampaha,2022,2,February,7,33.7,7
Gampaha,2022,2,February,8,33.9,7
Gampaha,2022,2,February,9,34.7,3
Gampaha,2023,4,April,13,31.6,1
Gampaha,2023,4,April,14,33.3,7
Gampaha,2023,4,April,15,33.1,7
Gampaha,2023,4,April,16,32.3,7
Gampaha,2023,4,April,17,32.3,7
Gampaha,2023,4,April,18,31.0,1
Gampaha,2024,2,February,5,32.8,4
Gampaha,2024,2,February,6,34.7,7
Gampaha,2024,2,February,7,35.6,7
Gampaha,2024,2,February,8,35.8,7
Gampaha,2024,2,February,9,37.3,4
Hambantota,2010,3,March,9,31.7,4
Hambantota,2010,3,March,10,33.2,7
Hambantota,2010,3,March,11,32.9,7
Hambantota,2010,3,March,12,33.1,7
Hambantota,2010,3,March,13,32.0,6
Hambantota,2011,7,July,26,32.5,1
Hambantota,2011,7,July,27,33.1,7
Hambantota,2011,7,July,28,32.6,7
Hambantota,2011,7,July,29,31.8,7
Hambantota,2011,7,July,30,31.7,7
Hambantota,2011,7,July,31,31.7,2
Hambantota,2012,7,July,27,31.9,7
Hambantota,2012,7,July,28,34.0,7
Hambantota,2012,7,July,29,32.9,7
Hambantota,2012,7,July,30,33.2,7
Hambantota,2012,7,July,31,33.0,3
Hambantota,2013,8,August,31,33.3,5
Hambantota,2013,8,August,32,32.7,7
Hambantota,2013,8,August,33,32.3,7
Hambantota,2013,8,August,34,32.5,7
Hambantota,2013,8,August,35,32.7,5
Hambantota,2014,6,June,22,32.6,3
Hambantota,2014,6,June,23,33.6,7
Hambantota,2014,6,June,24,34.8,7
Hambantota,2014,6,June,25,34.0,7
Hambantota,2014,6,June,26,32.8,6
Hambantota,2015,7,July,26,31.5,1
Hambantota,2015,7,July,27,32.9,7
Hambantota,2015,7,July,28,33.0,7
Hambantota,2015,7,July,29,32.5,7
